ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
482937,North America,North America,,417.0,39.0,11906.0,,537258,19861.0,34460.0,,
553412,Europe,Europe,,161.0,2.0,30231.0,,820270,70065.0,196793.0,,
130966,Asia,Asia,,380.0,10.0,6577.0,,275421,10234.0,134221.0,,
38716,South America,South America,,182.0,6.0,877.0,,45158,1815.0,4627.0,,
4015,Australia/Oceania,Oceania,,29.0,2.0,79.0,,7637,58.0,3564.0,,
10605,Africa,Africa,,,,153.0,,13539,697.0,2237.0,,
1220740,All,World,13.2,1169.0,59.0,49833.0,,1700004,102743.0,376521.0,,218.0
456815,North America,USA,57.0,,,10917.0,7670.0,502876,18747.0,27314.0,2538888.0,1519.0
86524,Europe,Spain,344.0,,,7371.0,7593.0,158273,16081.0,55668.0,355000.0,3385.0
98273,Europe,Italy,312.0,,,3497.0,14999.0,147577,18849.0,30455.0,906864.0,2441.0
86740,Europe,France,202.0,,,7004.0,5114.0,124869,13197.0,24932.0,333807.0,1913.0
65522,Europe,Germany,33.0,,,4895.0,15730.0,122171,2736.0,53913.0,1317887.0,1458.0
64456,Europe,UK,132.0,,,1559.0,4667.0,73758,8958.0,344.0,316836.0,1086.0
28495,Asia,Iran,50.0,,,3969.0,2888.0,68192,4232.0,35465.0,242568.0,812.0
43600,Asia,Turkey,12.0,,,1667.0,3643.0,47029,1006.0,2423.0,307210.0,558.0
18080,Europe,Belgium,260.0,,,1278.0,7269.0,26667,3019.0,5568.0,84248.0,2301.0
12449,Europe,Switzerland,116.0,,,386.0,20625.0,24551,1002.0,11100.0,178500.0,2837.0
20336,Europe,Netherlands,147.0,,,1424.0,5926.0,23097,2511.0,250.0,101534.0,1348.0
15566,North America,Canada,15.0,,,557.0,10156.0,22148,569.0,6013.0,383322.0,587.0
18696,South America,Brazil,5.0,154.0,6.0,296.0,296.0,19943,1074.0,173.0,62985.0,94.0
14804,Europe,Portugal,43.0,,,226.0,13815.0,15472,435.0,233.0,140863.0,1517.0
7178,Europe,Austria,35.0,1.0,,261.0,14961.0,13561,319.0,6064.0,134743.0,1506.0
11028,Europe,Russia,0.6,,,8.0,7469.0,11917,94.0,795.0,1090000.0,82.0
3125,Asia,S. Korea,4.0,,,55.0,9812.0,10450,208.0,7117.0,503051.0,204.0
9130,Asia,Israel,11.0,,,124.0,13557.0,10408,95.0,1183.0,117339.0,1202.0
8434,Europe,Sweden,86.0,,,749.0,5416.0,9685,870.0,381.0,54700.0,959.0
7777,Europe,Ireland,58.0,,,194.0,10734.0,8089,287.0,25.0,53000.0,1638.0
6577,Asia,India,0.2,,,,137.0,7600,249.0,774.0,189111.0,6.0
6496,South America,Ecuador,17.0,,,171.0,1222.0,7161,297.0,368.0,21568.0,406.0
4865,South America,Chile,3.0,,,70.0,3808.0,6501,65.0,1571.0,72797.0,340.0
6169,Europe,Norway,21.0,,,70.0,22720.0,6314,113.0,32.0,123170.0,1165.0
3043,Australia/Oceania,Australia,2.0,,,74.0,13269.0,6238,54.0,3141.0,338346.0,245.0
5221,Asia,Japan,0.8,,,109.0,509.0,6005,99.0,685.0,64387.0,47.0
5456,Europe,Poland,5.0,,,160.0,3126.0,5955,181.0,318.0,118295.0,157.0
4159,South America,Peru,5.0,,,130.0,1719.0,5897,169.0,1569.0,56681.0,179.0
3799,Europe,Denmark,43.0,,,113.0,11176.0,5819,247.0,1773.0,64731.0,1005.0
5267,Europe,Czechia,11.0,,,98.0,10725.0,5732,119.0,346.0,114854.0,535.0
4468,Europe,Romania,14.0,,,183.0,2881.0,5467,270.0,729.0,55430.0,284.0
3955,Asia,Pakistan,0.3,93.0,5.0,50.0,262.0,4788,71.0,762.0,57836.0,22.0
2446,Asia,Malaysia,2.0,,,69.0,2153.0,4346,70.0,1830.0,69675.0,134.0
3834,Asia,Philippines,2.0,,,1.0,224.0,4195,221.0,140.0,24500.0,38.0
2978,North America,Mexico,2.0,403.0,39.0,89.0,244.0,3844,233.0,633.0,31492.0,30.0
2919,Asia,Saudi Arabia,1.0,,,57.0,3320.0,3651,47.0,685.0,115585.0,105.0
2924,Asia,Indonesia,1.0,,,,65.0,3512,306.0,282.0,17679.0,13.0
2926,Asia,UAE,2.0,,,1.0,59967.0,3360,16.0,418.0,593095.0,340.0
2669,Europe,Luxembourg,86.0,,,30.0,45166.0,3223,54.0,500.0,28273.0,5149.0
2916,Europe,Serbia,8.0,,,136.0,1630.0,3105,71.0,118.0,14240.0,355.0
2883,North America,Panama,17.0,,,104.0,2729.0,2974,74.0,17.0,11776.0,689.0
2421,Europe,Finland,9.0,,,82.0,7436.0,2769,48.0,300.0,41200.0,500.0
2396,North America,Dominican Republic,12.0,,,147.0,732.0,2620,126.0,98.0,7936.0,242.0
1348,Asia,Thailand,0.5,45.0,2.0,61.0,1030.0,2518,35.0,1135.0,71860.0,36.0
2279,Asia,Qatar,2.0,,,37.0,15737.0,2512,6.0,227.0,45339.0,872.0
2196,South America,Colombia,2.0,,,85.0,739.0,2473,80.0,197.0,37593.0,49.0
2073,Europe,Ukraine,2.0,,,33.0,538.0,2203,69.0,61.0,23522.0,50.0
1609,Asia,Singapore,1.0,,,29.0,12423.0,2108,7.0,492.0,72680.0,360.0
1650,Europe,Greece,9.0,,,77.0,3409.0,2011,92.0,269.0,35532.0,193.0
1569,Africa,South Africa,0.4,,,7.0,1231.0,2003,24.0,410.0,73028.0,34.0
1793,Europe,Belarus,2.0,,,72.0,5609.0,1981,19.0,169.0,53000.0,210.0
1518,South America,Argentina,2.0,,,96.0,362.0,1975,82.0,375.0,16379.0,44.0
1275,Africa,Egypt,1.0,,,,244.0,1794,135.0,384.0,25000.0,18.0
1100,Africa,Algeria,6.0,,,46.0,77.0,1761,256.0,405.0,3359.0,40.0
917,Europe,Iceland,21.0,,,11.0,100002.0,1675,7.0,751.0,34125.0,4909.0
1243,Europe,Croatia,5.0,,,34.0,3559.0,1495,21.0,231.0,14612.0,364.0
1219,Africa,Morocco,3.0,,,1.0,196.0,1448,107.0,122.0,7239.0,39.0
1353,Europe,Moldova,7.0,,,80.0,1555.0,1438,29.0,56.0,6271.0,356.0
886,Australia/Oceania,New Zealand,0.8,29.0,2.0,5.0,12182.0,1312,4.0,422.0,58746.0,272.0
1118,Europe,Hungary,8.0,120.0,,17.0,3308.0,1310,77.0,115.0,31961.0,136.0
659,Asia,Iraq,2.0,,,,800.0,1279,70.0,550.0,32158.0,32.0
1141,Europe,Estonia,18.0,,,9.0,21019.0,1258,24.0,93.0,27883.0,948.0
978,Europe,Slovenia,22.0,,,36.0,15896.0,1160,45.0,137.0,33047.0,558.0
949,Europe,Lithuania,8.0,27.0,1.0,14.0,14132.0,1026,23.0,54.0,38472.0,377.0
