ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
971400,North America,North America,,1969.0,100.0,17718.0,,1260571,73880.0,215291.0,,
752053,Europe,Europe,,56.0,5.0,17625.0,,1424420,139415.0,532952.0,,
242376,Asia,Asia,,418.0,5.0,5491.0,,546228,19344.0,284508.0,,
121242,South America,South America,,819.0,16.0,9862.0,,200569,10259.0,69068.0,,
1111,Australia/Oceania,Oceania,,20.0,2.0,31.0,,8388,115.0,7162.0,,
27307,Africa,Africa,,,,130.0,,43734,1763.0,14664.0,,
2115550,All,World,31.4,3282.0,128.0,50861.0,,3484631,244791.0,1124290.0,,447.0
919665,North America,USA,204.0,64.0,4.0,16475.0,20940.0,1160838,67448.0,173725.0,6931132.0,3507.0
74234,Europe,Spain,537.0,,,2386.0,32699.0,245567,25100.0,146233.0,1528833.0,5252.0
100704,Europe,Italy,475.0,,,1539.0,34879.0,209328,28710.0,79914.0,2108837.0,3462.0
153785,Europe,UK,414.0,,,1559.0,16644.0,182260,28131.0,0.0,1129907.0,2685.0
93074,Europe,France,379.0,,,3827.0,16856.0,168396,24760.0,50562.0,1100228.0,2580.0
27555,Europe,Germany,81.0,,,2105.0,30400.0,164967,6812.0,130600.0,2547052.0,1969.0
62780,Asia,Turkey,40.0,,,1445.0,13177.0,124375,3336.0,58259.0,1111366.0,1475.0
107819,Europe,Russia,8.0,,,2300.0,27036.0,124054,1222.0,15013.0,3945518.0,850.0
49402,South America,Brazil,32.0,541.0,11.0,8318.0,1597.0,97100,6761.0,40937.0,339552.0,457.0
12942,Asia,Iran,73.0,,,2787.0,5769.0,96448,6156.0,77350.0,484541.0,1148.0
29347,North America,Canada,94.0,,,557.0,22050.0,56714,3566.0,23801.0,832222.0,1503.0
29541,Europe,Belgium,670.0,,,689.0,22520.0,49517,7765.0,12211.0,260996.0,4273.0
28900,South America,Peru,36.0,,,671.0,10785.0,42534,1200.0,12434.0,355604.0,1290.0
34999,Europe,Netherlands,291.0,,,708.0,13184.0,40236,4987.0,0.0,225899.0,2348.0
27838,Asia,India,1.0,281.0,,,758.0,39980,1323.0,10819.0,1046450.0,29.0
3855,Europe,Switzerland,204.0,,,141.0,31890.0,29817,1762.0,24200.0,276000.0,3445.0
23961,South America,Ecuador,78.0,,,149.0,4190.0,27464,1371.0,2132.0,73929.0,1557.0
21518,Asia,Saudi Arabia,5.0,,,139.0,9760.0,25459,176.0,3765.0,339775.0,731.0
22496,Europe,Portugal,100.0,,,150.0,41860.0,25190,1023.0,1671.0,426836.0,2470.0
6580,North America,Mexico,16.0,1349.0,89.0,378.0,707.0,22088,2061.0,13447.0,91188.0,171.0
