#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1407627,North America,North America,,6458.0,981.0,"+5,068",,19460.0,,2867530,159831.0,1300072.0,,
,"
",,,753540,South America,South America,,1098.0,31.0,495,,12589.0,,1927875,76056.0,1098279.0,,
,"
",,,866270,Europe,Europe,,,,,,6069.0,,2356910,189074.0,1301566.0,,
,"
",,,674582,Asia,Asia,,6063.0,150.0,"+3,690",,19113.0,,2032153,51131.0,1306440.0,,
,"
",,,166370,Africa,Africa,,,,,,850.0,,338766,8889.0,163507.0,,
,"
",,,538,Australia/Oceania,Oceania,,40.0,1.0,17,,2.0,,9186,126.0,8522.0,,
,"
",,,3868982,All,World,62.2,13659.0,1163.0,"+9,270",,58087.0,,9533141,485122.0,5179037.0,,1223.0
1,134,"2,663",11,1297668,North America,USA,376.0,,,,"330,970,517 ",16541.0,90823.0,2462554,124281.0,1040605.0,30059864.0,7440.0
2,178,"3,945",77,488692,South America,Brazil,253.0,,,,"212,533,446 ",8318.0,12948.0,1192474,53874.0,649908.0,2751953.0,5611.0
3,240,"17,142",8,229546,Europe,Russia,58.0,,,,"145,933,597 ",2300.0,122000.0,606881,8513.0,368822.0,17803955.0,4159.0
4,"2,913","92,557",182,187089,Asia,India,11.0,734.0,,35,"1,379,752,264 ",8944.0,5480.0,473719,14907.0,271723.0,7560782.0,343.0
5,221,"1,576",8,0,Europe,UK,635.0,,,N/A,"67,880,218 ",311.0,125842.0,306862,43081.0,0.0,8542186.0,4521.0
6,159,"1,651",9,0,Europe,Spain,606.0,,,N/A,"46,754,528 ",617.0,110426.0,294166,28327.0,0.0,5162909.0,6292.0
7,125,"3,839",21,104514,South America,Peru,260.0,,,,"32,962,343 ",1166.0,47377.0,264689,8586.0,151589.0,1561653.0,8030.0
8,75,"4,040",19,34592,South America,Chile,248.0,,,,"19,113,257 ",2046.0,52719.0,254416,4731.0,215093.0,1007635.0,13311.0
9,253,"1,745",12,18655,Europe,Italy,573.0,,,,"60,462,972 ",107.0,84466.0,239410,34644.0,186111.0,5107093.0,3960.0
10,395,"8,400",56,30409,Asia,Iran,119.0,,,,"83,971,321 ",2869.0,17893.0,212501,9996.0,172096.0,1502525.0,2531.0
11,655,"5,300",250,23205,North America,Mexico,189.0,5437.0,947.0,"+4,870","128,907,110 ",378.0,4000.0,196847,24324.0,149318.0,515658.0,1527.0
12,434,"9,306",15,7951,Europe,Germany,107.0,,,,"83,779,867 ",331.0,64606.0,193254,9003.0,176300.0,5412655.0,2307.0
13,"1,144","56,570",188,107760,Asia,Pakistan,18.0,4044.0,148.0,"+3,553","220,791,105 ",3003.0,5308.0,192970,3903.0,81307.0,1171976.0,874.0
14,440,"16,780",27,22398,Asia,Turkey,60.0,,,,"84,321,768 ",914.0,36564.0,191657,5025.0,164234.0,3083121.0,2273.0
15,208,"25,092",25,53083,Asia,Saudi Arabia,40.0,,,,"34,802,177 ",2129.0,40443.0,167267,1387.0,112797.0,1407508.0,4806.0
16,405,"2,195",47,56490,Europe,France,455.0,,,,"65,271,385 ",658.0,21213.0,161348,29731.0,75127.0,1384633.0,2472.0
17,"1,342","104,083",248,71412,Asia,Bangladesh,10.0,,,,"164,658,783 ",1.0,4029.0,122660,1582.0,49666.0,663444.0,745.0
18,530,"26,891",42,52717,Africa,South Africa,37.0,,,,"59,293,721 ",539.0,23896.0,111796,2205.0,56874.0,1416894.0,1885.0
19,369,"4,448",15,28667,North America,Canada,225.0,,,,"37,736,186 ",2058.0,66744.0,102242,8484.0,65091.0,2518650.0,2709.0
20,31,"26,998",8,17591,Asia,Qatar,37.0,,,,"2,807,805 ",219.0,118659.0,90778,104.0,73083.0,333172.0,32331.0
21,660,"20,423",78,42951,South America,Colombia,49.0,,,,"50,872,582 ",335.0,12808.0,77113,2491.0,31671.0,651592.0,1516.0
22,162,"1,939",23,0,Europe,Sweden,516.0,,,N/A,"10,098,211 ",193.0,44028.0,62324,5209.0,0.0,444607.0,6172.0
23,190,"1,192",10,34405,Europe,Belgium,839.0,,,,"11,588,827 ",41.0,98824.0,60898,9722.0,16771.0,1145258.0,5255.0
24,158,"26,103",10,19447,Europe,Belarus,38.0,,,,"9,449,365 ",89.0,95446.0,59945,362.0,40136.0,901904.0,6344.0
25,"1,717","41,751",758,41176,Africa,Egypt,24.0,,,,"102,289,420 ",41.0,1320.0,59561,2450.0,15935.0,135000.0,582.0
26,342,"4,127",127,22378,South America,Ecuador,242.0,,,,"17,637,330 ",273.0,7900.0,51643,4274.0,24991.0,139333.0,2928.0
27,906,"40,491",150,34919,South America,Argentina,25.0,,,,"45,188,207 ",353.0,6647.0,49851,1116.0,13816.0,300345.0,1103.0
28,344,"2,810",30,0,Europe,Netherlands,356.0,,,N/A,"17,134,314 ",48.0,32792.0,49804,6097.0,0.0,561863.0,2907.0
29,"5,580","106,284",397,26778,Asia,Indonesia,9.0,,,,"273,468,761 ",,2521.0,49009,2573.0,19658.0,689452.0,179.0
30,214,"32,209",3,11421,Asia,UAE,31.0,,,,"9,888,042 ",1.0,307240.0,46133,307.0,34405.0,3038000.0,4666.0
31,137,"224,982",9,6298,Asia,Singapore,4.0,,,,"5,849,533 ",1.0,116994.0,42623,26.0,36299.0,684359.0,7287.0
32,102,"12,668",12,8733,Asia,Kuwait,79.0,,,,"4,269,235 ",153.0,85548.0,41879,337.0,32809.0,365224.0,9809.0
33,254,"6,609",9,12478,Europe,Portugal,151.0,,,,"10,197,071 ",73.0,108077.0,40104,1543.0,26083.0,1102066.0,3933.0
34,"1,121","41,614",74,20554,Europe,Ukraine,24.0,,,,"43,736,564 ",367.0,13581.0,39014,1051.0,17409.0,594002.0,892.0
35,"1,095","30,225",88,18558,Asia,Iraq,33.0,,,,"40,199,726 ",222.0,11326.0,36702,1330.0,16814.0,455316.0,913.0
36,152,"35,938",30,15422,Asia,Oman,28.0,,,,"5,103,139 ",100.0,33137.0,33536,142.0,17972.0,169105.0,6572.0
37,"1,153","27,111",27,13291,Europe,Poland,37.0,,,,"37,847,153 ",65.0,36982.0,32821,1396.0,18134.0,1399647.0,867.0
38,"3,392","90,989",174,22435,Asia,Philippines,11.0,,,,"109,551,348 ",82.0,5760.0,32295,1204.0,8656.0,631063.0,295.0
39,276,"4,420",17,418,Europe,Switzerland,226.0,,,,"8,653,528 ",12.0,60543.0,31376,1958.0,29000.0,523909.0,3626.0
40,"1,295","60,886",569,19531,Asia,Afghanistan,16.0,399.0,,,"38,906,194 ",19.0,1757.0,30039,639.0,9869.0,68349.0,772.0
41,379,"15,696",81,11934,North America,Dominican Republic,64.0,,,,"10,845,878 ",182.0,12329.0,28631,691.0,16006.0,133718.0,2640.0
42,154,"7,885",39,12689,North America,Panama,127.0,,,,"4,313,296 ",130.0,25905.0,28030,547.0,14794.0,111735.0,6499.0
43,425,"13,322",180,19816,South America,Bolivia,75.0,1098.0,30.0,495,"11,669,748 ",71.0,5565.0,27487,876.0,6795.0,64946.0,2355.0
44,194,"2,860",12,306,Europe,Ireland,350.0,,,,"4,936,723 ",9.0,82716.0,25396,1726.0,23364.0,408344.0,5144.0
45,775,"12,372",30,5880,Europe,Romania,81.0,,,,"19,239,018 ",186.0,33838.0,24826,1555.0,17391.0,651003.0,1290.0
46,72,"24,633",3,5524,Asia,Bahrain,41.0,,,,"1,699,680 ",37.0,295799.0,23570,69.0,17977.0,502763.0,13867.0
47,417,"29,862",10,5796,Asia,Israel,33.0,,,,"9,197,590 ",46.0,96336.0,22044,308.0,15940.0,886058.0,2397.0
48,"9,355","380,082","1,715",13865,Africa,Nigeria,3.0,,,,"206,004,225 ",7.0,583.0,22020,542.0,7613.0,120108.0,107.0
