ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
450908,North America,North America,,681.0,28.0,10968.0,,500901,17694.0,32299.0,,
527967,Europe,Europe,,287.0,12.0,30360.0,,779139,65830.0,185342.0,,
125082,Asia,Asia,,584.0,10.0,6436.0,,264481,9906.0,129493.0,,
33913,South America,South America,,57.0,5.0,1128.0,,39662,1620.0,4129.0,,
4106,Australia/Oceania,Oceania,,45.0,3.0,86.0,,7522,55.0,3361.0,,
10585,Africa,Africa,,37.0,2.0,155.0,,12917,634.0,1698.0,,
89,,,,,,10.0,,721,13.0,619.0,,
1152650,All,World,12.3,1691.0,60.0,49143.0,,1605343,95752.0,356941.0,,206.0
426270,North America,USA,50.0,329.0,6.0,10011.0,7181.0,468895,16697.0,25928.0,2376977.0,1417.0
85610,Europe,Spain,330.0,,,7371.0,7593.0,153222,15447.0,52165.0,355000.0,3277.0
96877,Europe,Italy,302.0,,,3605.0,14114.0,143626,18279.0,28470.0,853369.0,2375.0
63221,Europe,Germany,31.0,,,4895.0,15730.0,118235,2607.0,52407.0,1317887.0,1411.0
82333,Europe,France,187.0,,,7066.0,5114.0,117749,12210.0,23206.0,333807.0,1804.0
29801,Asia,Iran,49.0,,,3918.0,2755.0,66220,4110.0,32309.0,231393.0,788.0
56964,Europe,UK,118.0,,,1559.0,4392.0,65077,7978.0,135.0,298169.0,959.0
39232,Asia,Turkey,11.0,,,1552.0,3277.0,42282,908.0,2142.0,276338.0,501.0
17296,Europe,Belgium,218.0,,,1285.0,7269.0,24983,2523.0,5164.0,84248.0,2156.0
12503,Europe,Switzerland,110.0,,,386.0,20625.0,24051,948.0,10600.0,178500.0,2779.0
19116,Europe,Netherlands,140.0,,,1424.0,5926.0,21762,2396.0,250.0,101534.0,1270.0
14945,North America,Canada,13.0,,,518.0,9812.0,20765,509.0,5311.0,370315.0,550.0
17046,South America,Brazil,5.0,31.0,3.0,296.0,296.0,18176,957.0,173.0,62985.0,86.0
13342,Europe,Portugal,40.0,,,241.0,13766.0,13956,409.0,205.0,140368.0,1369.0
7736,Europe,Austria,33.0,27.0,,266.0,14022.0,13271,295.0,5240.0,126287.0,1474.0
3125,Asia,S. Korea,4.0,27.0,4.0,55.0,9812.0,10450,208.0,7117.0,503051.0,204.0
9357,Europe,Russia,0.5,,,8.0,6885.0,10131,76.0,698.0,1004719.0,69.0
8871,Asia,Israel,10.0,,,166.0,13557.0,9968,86.0,1011.0,117339.0,1152.0
8143,Europe,Sweden,79.0,,,719.0,5416.0,9141,793.0,205.0,54700.0,905.0
5908,Asia,India,0.2,46.0,1.0,,129.0,6771,228.0,635.0,177584.0,5.0
6286,Europe,Ireland,53.0,,,165.0,10734.0,6574,263.0,25.0,53000.0,1331.0
6079,Europe,Norway,20.0,,,78.0,22326.0,6219,108.0,32.0,121034.0,1147.0
3112,Australia/Oceania,Australia,2.0,,2.0,81.0,12946.0,6152,53.0,2987.0,330134.0,241.0
4641,South America,Chile,3.0,,,360.0,3576.0,5972,57.0,1274.0,68353.0,312.0
3662,Europe,Denmark,41.0,,,120.0,11050.0,5635,237.0,1736.0,64002.0,973.0
5117,Europe,Poland,5.0,,,160.0,2843.0,5575,174.0,284.0,107597.0,147.0
5156,Europe,Czechia,10.0,,,96.0,9977.0,5569,112.0,301.0,106845.0,520.0
