ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
690480,North America,North America,,649.0,32.0,14650.0,,820732,43369.0,86883.0,,
677952,Europe,Europe,,28.0,1.0,25395.0,,1089284,101837.0,309495.0,,
187712,Asia,Asia,,123.0,6.0,6399.0,,383280,14792.0,180776.0,,
42124,South America,South America,,56.0,1.0,7533.0,,82308,3850.0,36334.0,,
2843,Australia/Oceania,Oceania,,10.0,,53.0,,8150,83.0,5224.0,,
16018,Africa,Africa,,26.0,3.0,174.0,,22992,1128.0,5846.0,,
1617191,All,World,21.2,892.0,43.0,54211.0,,2407467,165074.0,625202.0,,309.0
652688,North America,USA,123.0,,,13566.0,11666.0,764265,40565.0,71012.0,3861596.0,2309.0
100864,Europe,Spain,437.0,,,7371.0,19896.0,198674,20453.0,77357.0,930230.0,4249.0
108257,Europe,Italy,391.0,,,2635.0,22436.0,178972,23660.0,47055.0,1356541.0,2960.0
96598,Europe,France,302.0,,,5744.0,7103.0,152894,19718.0,36578.0,463662.0,2342.0
53100,Europe,Germany,55.0,,,2889.0,20629.0,145742,4642.0,88000.0,1728357.0,1739.0
103663,Europe,UK,237.0,,,1559.0,7101.0,120067,16060.0,0.0,482063.0,1769.0
72313,Asia,Turkey,24.0,,,1922.0,7521.0,86306,2017.0,11976.0,634277.0,1023.0
20070,Asia,Iran,61.0,,,3456.0,4068.0,82211,5118.0,57023.0,341662.0,979.0
39201,Europe,Russia,2.0,,,8.0,13294.0,42853,361.0,3291.0,1940000.0,294.0
14062,South America,Brazil,12.0,,,6634.0,296.0,38654,2462.0,22130.0,62985.0,182.0
24056,Europe,Belgium,490.0,,,1081.0,13269.0,38496,5683.0,8757.0,153778.0,3322.0
21626,North America,Canada,42.0,,,557.0,14555.0,35056,1587.0,11843.0,549349.0,929.0
28721,Europe,Netherlands,215.0,,,1176.0,9041.0,32655,3684.0,250.0,154911.0,1906.0
8547,Europe,Switzerland,161.0,,,386.0,25566.0,27740,1393.0,17800.0,221263.0,3205.0
18882,Europe,Portugal,70.0,,,224.0,23133.0,20206,714.0,610.0,235878.0,1982.0
14202,Asia,India,0.4,,,,291.0,17615,559.0,2854.0,401586.0,13.0
8417,South America,Peru,12.0,,,167.0,4360.0,15628,400.0,6811.0,143745.0,474.0
14564,Europe,Ireland,124.0,,,294.0,18358.0,15251,610.0,77.0,90646.0,3089.0
3796,Europe,Austria,50.0,,,204.0,19902.0,14749,452.0,10501.0,179243.0,1638.0
12295,Europe,Sweden,152.0,,,450.0,7387.0,14385,1540.0,550.0,74600.0,1424.0
9565,Asia,Israel,20.0,,,146.0,21634.0,13491,172.0,3754.0,187250.0,1559.0
9402,Asia,Japan,2.0,,,217.0,892.0,10797,236.0,1159.0,112816.0,85.0
2324,Asia,S. Korea,5.0,13.0,2.0,55.0,10982.0,10674,236.0,8114.0,563035.0,208.0
5617,South America,Chile,7.0,,,360.0,5945.0,10088,133.0,4338.0,113649.0,528.0
7933,South America,Ecuador,27.0,,,124.0,1803.0,9468,474.0,1061.0,31809.0,537.0
7867,Asia,Saudi Arabia,3.0,,,97.0,5170.0,9362,97.0,1398.0,180000.0,269.0
7887,Europe,Poland,10.0,,,160.0,5397.0,9287,360.0,1040.0,204246.0,245.0
6403,Europe,Romania,23.0,,,256.0,4866.0,8746,451.0,1892.0,93611.0,455.0
6312,Asia,Pakistan,0.8,,,46.0,446.0,8348,168.0,1868.0,98522.0,38.0
4948,North America,Mexico,5.0,764.0,36.0,207.0,384.0,8261,686.0,2627.0,49570.0,64.0
2888,Europe,Denmark,61.0,,,84.0,16277.0,7384,355.0,4141.0,94277.0,1275.0
6881,Europe,Norway,30.0,,,58.0,26224.0,7078,165.0,32.0,142166.0,1306.0
5454,Asia,UAE,4.0,,,1.0,77550.0,6781,41.0,1286.0,767000.0,686.0
5262,Europe,Czechia,17.0,,,84.0,15697.0,6746,186.0,1298.0,168096.0,630.0
2311,Australia/Oceania,Australia,3.0,,,48.0,16510.0,6612,71.0,4230.0,420996.0,259.0
5809,Asia,Singapore,2.0,,,22.0,16203.0,6588,11.0,768.0,94796.0,1126.0
5307,Asia,Indonesia,2.0,,,,154.0,6575,582.0,686.0,42219.0,24.0
5443,Europe,Serbia,14.0,,,120.0,4429.0,6318,122.0,753.0,38701.0,723.0
5278,Asia,Philippines,4.0,,,1.0,547.0,6259,409.0,572.0,59928.0,57.0
4961,Europe,Ukraine,3.0,,,45.0,1306.0,5449,141.0,347.0,57111.0,125.0
4922,Asia,Qatar,3.0,,,37.0,21707.0,5448,8.0,518.0,62538.0,1891.0
2103,Asia,Malaysia,3.0,,,46.0,3210.0,5389,89.0,3197.0,103892.0,167.0
4238,Europe,Belarus,5.0,,,65.0,10396.0,4779,47.0,494.0,98231.0,506.0
4091,North America,Dominican Republic,21.0,,,114.0,1436.0,4680,226.0,363.0,15583.0,431.0
4176,North America,Panama,29.0,194.0,6.0,98.0,4425.0,4467,126.0,165.0,19091.0,1035.0
2902,South America,Colombia,4.0,,,98.0,1233.0,3792,179.0,711.0,62746.0,75.0
1989,Europe,Finland,17.0,,,68.0,10342.0,3783,94.0,1700.0,57300.0,683.0
2850,Europe,Luxembourg,117.0,,,31.0,53781.0,3550,73.0,627.0,33666.0,5671.0
2201,Africa,South Africa,0.9,,,36.0,1934.0,3158,54.0,903.0,114711.0,53.0
2173,Africa,Egypt,2.0,,,,537.0,3144,239.0,732.0,55000.0,31.0
2098,South America,Argentina,3.0,,,123.0,724.0,2941,134.0,709.0,32712.0,65.0
2387,Africa,Morocco,4.0,,,1.0,410.0,2855,141.0,327.0,15123.0,77.0
790,Asia,Thailand,0.7,,,61.0,1440.0,2765,47.0,1928.0,100498.0,40.0
1207,Africa,Algeria,9.0,,,40.0,148.0,2629,375.0,1047.0,6500.0,60.0
1948,Europe,Moldova,17.0,,,80.0,2600.0,2472,67.0,457.0,10488.0,613.0
2290,Asia,Bangladesh,0.6,,,1.0,145.0,2456,91.0,75.0,23941.0,15.0
1853,Europe,Greece,11.0,,,67.0,5113.0,2235,113.0,269.0,53290.0,214.0
