ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
860896,North America,North America,,1354.0,94.0,15453.0,,1092150,61643.0,169611.0,,
731089,Europe,Europe,,495.0,35.0,24906.0,,1301766,124032.0,446645.0,,
228833,Asia,Asia,,446.0,17.0,5973.0,,483672,17605.0,237234.0,,
86773,South America,South America,,1038.0,63.0,9773.0,,145212,6793.0,51646.0,,
1302,Australia/Oceania,Oceania,,8.0,1.0,46.0,,8299,103.0,6894.0,,
21995,Africa,Africa,,15.0,4.0,138.0,,34051,1472.0,10584.0,,
1930949,All,World,27.2,3356.0,214.0,56293.0,,3065871,211663.0,923259.0,,393.0
814542,North America,USA,172.0,151.0,6.0,14186.0,17211.0,1010507,56803.0,139162.0,5696928.0,3053.0
85069,Europe,Spain,503.0,,,7764.0,28779.0,229422,23521.0,120832.0,1345560.0,4907.0
105813,Europe,Italy,446.0,,,1956.0,29600.0,199414,26977.0,66624.0,1789662.0,3298.0
97036,Europe,France,357.0,,,4608.0,7103.0,165842,23293.0,45513.0,463662.0,2541.0
38132,Europe,Germany,73.0,,,2409.0,24738.0,158758,6126.0,114500.0,2072669.0,1895.0
135713,Europe,UK,311.0,,,1559.0,10605.0,157149,21092.0,0.0,719910.0,2315.0
75570,Asia,Turkey,34.0,,,1736.0,10895.0,112261,2900.0,33791.0,918885.0,1331.0
14733,Asia,Iran,69.0,,,3011.0,5147.0,91472,5806.0,70933.0,432329.0,1089.0
79007,Europe,Russia,5.0,,,2300.0,20690.0,87147,794.0,7346.0,3019434.0,597.0
31701,South America,Brazil,22.0,945.0,60.0,8318.0,1597.0,67446,4603.0,31142.0,339552.0,317.0
27525,North America,Canada,72.0,,,557.0,19440.0,48500,2707.0,18268.0,733705.0,1285.0
28602,Europe,Belgium,622.0,,,903.0,18468.0,46687,7207.0,10878.0,214042.0,4028.0
33477,Europe,Netherlands,264.0,,,905.0,11319.0,38245,4518.0,0.0,193950.0,2232.0
21375,Asia,India,0.7,,,,519.0,29451,939.0,7137.0,716733.0,21.0
5299,Europe,Switzerland,192.0,,,185.0,28343.0,29164,1665.0,22200.0,245300.0,3370.0
19492,South America,Peru,24.0,,,598.0,7266.0,28699,782.0,8425.0,239563.0,870.0
21742,Europe,Portugal,91.0,,,176.0,35321.0,24027,928.0,1357.0,360155.0,2356.0
21020,South America,Ecuador,38.0,,,146.0,3487.0,23240,663.0,1557.0,61529.0,1317.0
9313,Europe,Ireland,223.0,,,146.0,25785.0,19648,1102.0,9233.0,127319.0,3979.0
