ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
1084358,North America,North America,,2389.0,200.0,17985.0,,1474770,89051.0,301361.0,,
806888,Europe,Europe,,84.0,8.0,14339.0,,1605922,151773.0,647261.0,,
179108,South America,South America,,177.0,8.0,10095.0,,298131,15400.0,103623.0,,
270326,Asia,Asia,,1023.0,11.0,5008.0,,651907,21862.0,359719.0,,
38105,Africa,"Africa
 ",,1.0,,217.0,,61986,2232.0,21649.0,,
811,Australia/Oceania,Oceania,,12.0,,20.0,,8537,118.0,7608.0,,
2379657,All,World,36.0,3686.0,227.0,47668.0,,4101974,280451.0,1441866.0,,526.0
1029194,North America,USA,242.0,,,16816.0,26943.0,1347309,80037.0,238078.0,8918263.0,4070.0
63148,Europe,Spain,566.0,,,1741.0,52781.0,262783,26478.0,173157.0,2467761.0,5620.0
84842,Europe,Italy,503.0,,,1034.0,41584.0,218268,30395.0,103031.0,2514234.0,3610.0
183329,Europe,UK,465.0,,,1559.0,25461.0,215260,31587.0,0.0,1728443.0,3171.0
164933,Europe,Russia,13.0,,,2300.0,35783.0,198676,1827.0,31916.0,5221964.0,1361.0
94310,Europe,France,403.0,,,2812.0,21213.0,176658,26310.0,56038.0,1384633.0,2706.0
20475,Europe,Germany,90.0,,,1650.0,32891.0,171324,7549.0,143300.0,2755770.0,2045.0
83720,South America,Brazil,50.0,,,8318.0,1597.0,156061,10656.0,61685.0,339552.0,734.0
43896,Asia,Turkey,44.0,,,1168.0,15822.0,137115,3739.0,89480.0,1334411.0,1626.0
14567,Asia,Iran,78.0,,,2696.0,6825.0,106220,6589.0,85064.0,573220.0,1265.0
31760,North America,Canada,124.0,,,502.0,28297.0,67702,4693.0,31249.0,1068000.0,1794.0
42955,South America,Peru,55.0,,,748.0,14990.0,65015,1814.0,20246.0,494250.0,1972.0
41472,Asia,India,2.0,131.0,8.0,,1166.0,62939,2109.0,19358.0,1609037.0,46.0
30604,Europe,Belgium,740.0,,,502.0,46649.0,52596,8581.0,13411.0,540643.0,4538.0
36710,Europe,Netherlands,316.0,,,541.0,14570.0,42382,5422.0,0.0,249655.0,2473.0
26753,Asia,Saudi Arabia,7.0,,,140.0,12452.0,37136,239.0,10144.0,433500.0,1067.0
8283,North America,Mexico,26.0,1938.0,193.0,378.0,994.0,33460,3353.0,21824.0,128148.0,260.0
2021,Europe,Switzerland,211.0,,,101.0,35383.0,30251,1830.0,26400.0,306223.0,3495.0
20803,Asia,Pakistan,3.0,729.0,3.0,111.0,1284.0,29465,639.0,8023.0,283517.0,133.0
23921,South America,Ecuador,97.0,,,181.0,4742.0,29071,1717.0,3433.0,83657.0,1648.0
23781,Europe,Portugal,110.0,,,120.0,50767.0,27406,1126.0,2499.0,517660.0,2688.0
14248,South America,Chile,16.0,,,544.0,14015.0,27219,304.0,12667.0,267904.0,1424.0
17730,Europe,Sweden,319.0,,,425.0,14704.0,25921,3220.0,4971.0,148500.0,2567.0
4204,Europe,Ireland,293.0,,,72.0,43493.0,22760,1446.0,17110.0,214761.0,4609.0
20144,Asia,Singapore,3.0,,,23.0,30016.0,22460,20.0,2296.0,175604.0,3839.0
15876,Europe,Belarus,13.0,,,92.0,26644.0,22052,126.0,6050.0,251771.0,2334.0
18869,Asia,Qatar,5.0,,,72.0,43232.0,21331,13.0,2449.0,124554.0,7404.0
12937,Asia,UAE,19.0,,,1.0,121330.0,17417,185.0,4295.0,1200000.0,1761.0
4831,Asia,Israel,29.0,,,78.0,52109.0,16454,247.0,11376.0,451028.0,1901.0
1290,Europe,Austria,68.0,,,79.0,34608.0,15833,615.0,13928.0,311690.0,1758.0
9150,Asia,Japan,5.0,,,287.0,1676.0,15663,607.0,5906.0,211997.0,124.0
9429,Europe,Poland,21.0,,,160.0,12172.0,15651,785.0,5437.0,460686.0,414.0
7280,Europe,Romania,49.0,,,245.0,12894.0,15131,939.0,6912.0,248056.0,787.0
11425,Europe,Ukraine,9.0,,,190.0,3821.0,14710,376.0,2909.0,167107.0,336.0
11142,Asia,Bangladesh,1.0,,,1.0,710.0,13770,214.0,2414.0,116919.0,84.0
10079,Asia,Indonesia,4.0,,,,552.0,13645,959.0,2607.0,150887.0,50.0
1008,Asia,S. Korea,5.0,34.0,,55.0,12949.0,10874,256.0,9610.0,663886.0,212.0
8064,Asia,Philippines,6.0,,,31.0,1439.0,10610,704.0,1842.0,157730.0,97.0
7481,South America,Colombia,9.0,,,130.0,2848.0,10495,445.0,2569.0,144912.0,206.0
1700,Europe,Denmark,91.0,,,39.0,53345.0,10319,526.0,8093.0,308984.0,1782.0
7087,Europe,Serbia,24.0,,,43.0,15397.0,10032,213.0,2732.0,134533.0,1148.0
6913,North America,Dominican Republic,35.0,,,134.0,3742.0,9882,385.0,2584.0,40591.0,911.0
5251,Africa,South Africa,3.0,,,77.0,5464.0,9420,186.0,3983.0,324079.0,159.0
6448,Africa,Egypt,5.0,,,41.0,879.0,8964,514.0,2002.0,90000.0,88.0
3544,North America,Panama,55.0,212.0,6.0,85.0,9353.0,8282,237.0,4501.0,40356.0,1919.0
7848,Europe,Norway,40.0,,,24.0,36140.0,8099,219.0,32.0,195921.0,1494.0
3372,Europe,Czechia,26.0,,,47.0,27888.0,8095,276.0,4447.0,298649.0,756.0
4952,Asia,Kuwait,11.0,,,95.0,45988.0,7623,49.0,2622.0,196397.0,1785.0
