#,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,1126572,North America,North America,,2893.0,300.0,,17296.0,,1635060,99933.0,408555.0,,
,840807,Europe,Europe,,92.0,9.0,,12195.0,,1741221,160491.0,739923.0,,
,242166,South America,South America,,2273.0,157.0,,10271.0,,403345,21460.0,139719.0,,
,303159,Asia,Asia,,1980.0,33.0,,4934.0,,759904,23996.0,432749.0,,
,47067,Africa,Africa,,151.0,1.0,,288.0,,79931,2640.0,30224.0,,
,639,Australia/Oceania,Oceania,,18.0,,,19.0,,8639,119.0,7881.0,,
,2560465,All,World,39.6,7407.0,500.0,,45007.0,,4628821,308654.0,1759702.0,,594.0
1,1068027,North America,USA,268.0,,,"330,758,784 ",16139.0,33532.0,1484285,88507.0,327751.0,11090900.0,4488.0
2,57941,Europe,Spain,587.0,,,"46,752,556 ",1320.0,52783.0,274367,27459.0,188967.0,2467761.0,5868.0
3,202199,Europe,Russia,17.0,,,"145,926,781 ",2300.0,43953.0,262843,2418.0,58226.0,6413948.0,1801.0
4,0,Europe,UK,501.0,,,"67,841,324 ",1559.0,34685.0,236711,33998.0,0.0,2353078.0,3489.0
5,72070,Europe,Italy,523.0,,,"60,472,650 ",808.0,47553.0,223885,31610.0,120205.0,2875680.0,3702.0
6,120359,South America,Brazil,70.0,2068.0,145.0,"212,368,566 ",8318.0,3462.0,220291,14962.0,84970.0,735224.0,1037.0
7,91529,Europe,France,422.0,,,"65,255,646 ",2203.0,21219.0,179506,27529.0,60448.0,1384633.0,2751.0
8,15998,Europe,Germany,96.0,,,"83,750,665 ",1294.0,37585.0,175699,8001.0,151700.0,3147771.0,2098.0
9,36269,Asia,Turkey,48.0,,,"84,222,640 ",944.0,18373.0,146457,4055.0,106133.0,1547389.0,1739.0
10,17897,Asia,Iran,82.0,,,"83,853,830 ",2727.0,7854.0,116635,6902.0,91836.0,658604.0,1391.0
11,52929,Asia,India,2.0,156.0,,"1,378,270,651 ",,1549.0,85940,2753.0,30258.0,2134277.0,62.0
12,54956,South America,Peru,73.0,,,"32,912,133 ",851.0,18394.0,84495,2392.0,27147.0,605383.0,2567.0
13,32156,North America,Canada,148.0,,,"37,700,059 ",502.0,32495.0,74613,5562.0,36895.0,1225049.0,1979.0
14,31384,Europe,Belgium,773.0,,,"11,583,327 ",380.0,55711.0,54644,8959.0,14301.0,645314.0,4717.0
15,27015,Asia,Saudi Arabia,8.0,,,"34,742,883 ",167.0,15263.0,49176,292.0,21869.0,530265.0,1415.0
16,9814,North America,Mexico,37.0,2437.0,290.0,"128,759,156 ",378.0,1271.0,45032,4767.0,30451.0,163691.0,350.0
17,0,Europe,Netherlands,329.0,,,"17,130,183 ",378.0,16809.0,43681,5643.0,0.0,287943.0,2550.0
18,22534,South America,Chile,21.0,,,"19,095,344 ",584.0,17876.0,39542,394.0,16614.0,341347.0,2071.0
19,27085,Asia,Pakistan,4.0,1581.0,31.0,"220,321,573 ",111.0,1631.0,38799,834.0,10880.0,359264.0,176.0
20,25440,South America,Ecuador,147.0,,,"17,608,034 ",197.0,5101.0,31467,2594.0,3433.0,89817.0,1787.0
21,1536,Europe,Switzerland,217.0,,,"8,646,621 ",69.0,38659.0,30514,1878.0,27100.0,334274.0,3529.0
22,25865,Asia,Qatar,5.0,,,"2,874,647 ",72.0,51545.0,29425,14.0,3546.0,148173.0,10236.0
23,20590,Europe,Sweden,361.0,,,"10,091,340 ",351.0,17589.0,29207,3646.0,4971.0,177500.0,2894.0
24,24065,Europe,Portugal,117.0,,,"10,200,306 ",112.0,58828.0,28583,1190.0,3328.0,600061.0,2802.0
25,18767,Europe,Belarus,17.0,,,"9,449,703 ",92.0,34044.0,27730,156.0,8807.0,321705.0,2934.0
26,19622,Asia,Singapore,4.0,,,"5,844,512 ",18.0,38371.0,26891,21.0,7248.0,224262.0,4601.0
27,2968,Europe,Ireland,308.0,,,"4,930,698 ",69.0,52489.0,23956,1518.0,19470.0,258808.0,4859.0
28,14293,Asia,UAE,21.0,,,"9,874,985 ",1.0,158068.0,21831,210.0,7328.0,1560923.0,2211.0
29,15885,Asia,Bangladesh,2.0,,,"164,479,603 ",1.0,976.0,20065,298.0,3882.0,160512.0,122.0
30,10191,Europe,Poland,24.0,,,"37,851,666 ",160.0,15225.0,18016,907.0,6918.0,576276.0,476.0
31,12381,Europe,Ukraine,11.0,,,"43,765,128  ",225.0,4835.0,17330,476.0,4473.0,211614.0,396.0
32,3736,Asia,Israel,31.0,,,"8,637,807 ",60.0,56255.0,16589,266.0,12587.0,485922.0,1921.0
33,11617,Asia,Indonesia,4.0,,,"273,152,851 ",,654.0,16496,1076.0,3803.0,178602.0,60.0
34,5997,Europe,Romania,56.0,,,"19,252,967 ",219.0,15302.0,16437,1070.0,9370.0,294601.0,854.0
35,5152,Asia,Japan,6.0,,,"126,523,275 ",245.0,1843.0,16203,713.0,10338.0,233144.0,128.0
