#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1476277,North America,North America,,7819.0,771.0,,,18657.0,,2919637,163152.0,1280208.0,,
,"
",,,773097,South America,South America,,1016.0,37.0,"+24,364",,12727.0,,1986201,77888.0,1135216.0,,
,"
",,,869543,Europe,Europe,,,,,,6098.0,,2372079,189493.0,1313043.0,,
,"
",,,680341,Asia,Asia,,3549.0,59.0,"+3,118",,19012.0,,2076087,52078.0,1343668.0,,
,"
",,,173004,Africa,Africa,,1.0,,,,885.0,,350860,9104.0,168752.0,,
,"
",,,549,Australia/Oceania,Oceania,,38.0,,27,,1.0,,9224,126.0,8549.0,,
,"
",,,3972866,All,World,63.1,12423.0,867.0,"-4,869",,57384.0,,9714809,491856.0,5250087.0,,1246.0
1,132,"2,611",11,1325515,North America,USA,383.0,,,,"330,975,810 ",15723.0,92854.0,2504588,126780.0,1052293.0,30732552.0,7567.0
2,172,"3,861",74,504364,South America,Brazil,259.0,,,"+23,821","212,537,568 ",8318.0,13452.0,1233147,55054.0,673729.0,2859064.0,5802.0
3,238,"16,959",8,230225,Europe,Russia,59.0,,,,"145,933,767 ",2300.0,124137.0,613994,8605.0,375164.0,18115830.0,4207.0
4,"2,809","90,135",177,190191,Asia,India,11.0,,,,"1,379,789,304 ",8944.0,5636.0,491170,15308.0,285671.0,7776228.0,356.0
5,220,"1,570",8,0,Europe,UK,637.0,,,N/A,"67,881,190 ",311.0,128317.0,307980,43230.0,0.0,8710292.0,4537.0
6,159,"1,650",9,0,Europe,Spain,606.0,,,N/A,"46,754,577 ",617.0,110426.0,294566,28330.0,0.0,5162909.0,6300.0
7,123,"3,763",21,103767,South America,Peru,266.0,,,,"32,963,598 ",1144.0,48041.0,268602,8761.0,156074.0,1583605.0,8148.0
8,74,"3,898",19,34834,South America,Chile,257.0,,,,"19,113,705 ",2078.0,53631.0,259064,4903.0,219327.0,1025081.0,13554.0
9,252,"1,744",12,18303,Europe,Italy,574.0,,,,"60,462,730 ",103.0,85394.0,239706,34678.0,186725.0,5163154.0,3965.0
10,390,"8,290",55,29863,Asia,Iran,121.0,,,,"83,974,258 ",2899.0,18225.0,215096,10130.0,175103.0,1530437.0,2561.0
11,635,"5,144",244,61029,North America,Mexico,194.0,6104.0,736.0,,"128,910,809 ",378.0,4101.0,202951,25060.0,116862.0,528651.0,1574.0
12,"1,128","55,730",185,107615,Asia,Pakistan,18.0,2775.0,59.0,"+2,861","220,802,843 ",2765.0,5403.0,195745,3962.0,84168.0,1193017.0,887.0
13,432,"9,297",15,7973,Europe,Germany,108.0,,,,"83,780,597 ",360.0,64605.0,193785,9012.0,176800.0,5412655.0,2313.0
14,437,"16,711",27,22363,Asia,Turkey,60.0,,,,"84,324,246 ",941.0,37183.0,193115,5046.0,165706.0,3135424.0,2290.0
15,204,"24,372",24,51329,Asia,Saudi Arabia,41.0,,,,"34,803,660 ",2206.0,42517.0,170639,1428.0,117882.0,1479759.0,4903.0
16,405,"2,194",47,56245,Europe,France,456.0,,,,"65,271,779 ",651.0,21213.0,161348,29752.0,75351.0,1384633.0,2472.0
17,"1,301","101,581",242,73490,Asia,Bangladesh,10.0,,,,"164,663,262 ",1.0,4138.0,126606,1621.0,51495.0,681443.0,769.0
18,501,"25,871",41,56109,Africa,South Africa,39.0,,,,"59,295,764 ",539.0,24623.0,118375,2292.0,59974.0,1460012.0,1996.0
19,368,"4,438",15,28693,North America,Canada,225.0,,,,"37,737,089 ",2077.0,67794.0,102622,8504.0,65425.0,2558363.0,2719.0
20,31,"26,489",8,17188,Asia,Qatar,38.0,,,,"2,807,805 ",212.0,120199.0,91838,106.0,74544.0,337496.0,32708.0
21,631,"19,169",76,44596,South America,Colombia,52.0,,,,"50,874,063 ",335.0,13172.0,80599,2654.0,33349.0,670093.0,1584.0
22,158,"1,931",23,0,Europe,Sweden,518.0,,,N/A,"10,098,382 ",193.0,44028.0,63890,5230.0,0.0,444607.0,6327.0
23,"1,673","40,385",758,42259,Africa,Egypt,25.0,,,,"102,294,701 ",41.0,1320.0,61130,2533.0,16338.0,135000.0,598.0
24,190,"1,192",10,34391,Europe,Belgium,839.0,,,,"11,588,964 ",40.0,100265.0,61007,9726.0,16890.0,1161971.0,5264.0
25,156,"25,748",10,18567,Europe,Belarus,39.0,,,,"9,449,356 ",89.0,97270.0,60382,367.0,41448.0,919139.0,6390.0
26,332,"4,061",124,22716,South America,Ecuador,246.0,,,,"17,638,063 ",288.0,8091.0,53156,4343.0,26097.0,142715.0,3014.0
27,861,"39,295",146,36519,South America,Argentina,25.0,,,,"45,189,339 ",457.0,6851.0,52457,1150.0,14788.0,309601.0,1161.0
28,"5,449","104,380",386,27118,Asia,Indonesia,10.0,,,,"273,476,659 ",,2592.0,50187,2620.0,20449.0,708962.0,184.0
