ActiveCases,Country,Deathsper1Mpop,NewCases,NewDeaths,"Serious,Critical",Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
467,Bulgaria,3.0,19.0,1.0,26.0,1871.0,522,18.0,37.0,13000.0,75.0
484,Azerbaijan,0.5,,,17.0,3452.0,521,5.0,32.0,35000.0,51.0
449,Lebanon,2.0,,,27.0,1322.0,520,17.0,54.0,9022.0,76.0
507,Latvia,0.5,,,3.0,10275.0,509,1.0,1.0,19380.0,270.0
446,North Macedonia,8.0,,,11.0,2362.0,483,17.0,20.0,4920.0,232.0
385,Kuwait,0.2,,,17.0,,479,1.0,93.0,,112.0
460,Slovakia,0.2,,,3.0,2497.0,471,1.0,10.0,13631.0,86.0
428,Andorra,220.0,,,12.0,,466,17.0,21.0,,6031.0
382,Belarus,0.5,,,11.0,3386.0,440,5.0,53.0,32000.0,47.0
420,Costa Rica,0.4,,,13.0,914.0,435,2.0,13.0,4654.0,85.0
384,Cyprus,7.0,,,11.0,8410.0,426,9.0,33.0,10154.0,353.0
302,Uruguay,1.0,,,13.0,1458.0,400,5.0,93.0,5063.0,115.0
300,Taiwan,0.2,,,,1524.0,355,5.0,50.0,36304.0,15.0
320,Afghanistan,0.2,28.0,,,,337,7.0,10.0,,9.0
294,Réunion,,,,4.0,,334,,40.0,,373.0
214,Albania,7.0,,,7.0,781.0,333,20.0,99.0,2247.0,116.0
244,Jordan,0.5,,,5.0,23.0,323,5.0,74.0,239.0,32.0
236,Burkina Faso,0.8,,,,,318,16.0,66.0,,15.0
267,Cuba,0.5,,,11.0,295.0,288,6.0,15.0,3342.0,25.0
214,Oman,0.4,,,3.0,,277,2.0,61.0,,54.0
240,Honduras,2.0,4.0,7.0,10.0,,268,22.0,6.0,,27.0
239,Uzbekistan,0.06,,,8.0,,266,2.0,25.0,,8.0
244,Channel Islands,29.0,,,,,262,5.0,13.0,,1507.0
200,San Marino,943.0,,,14.0,17270.0,259,32.0,27.0,586.0,7633.0
219,Ivory Coast,0.04,,,,,245,1.0,25.0,,9.0
150,Vietnam,,,,3.0,775.0,240,,90.0,75458.0,2.0
145,Senegal,0.1,,,1.0,12.0,219,2.0,72.0,195.0,13.0
195,Palestine,0.2,,,,1481.0,217,1.0,21.0,7553.0,43.0
185,Nigeria,0.02,,,2.0,19.0,214,4.0,25.0,4000.0,1.0
211,Malta,,,,3.0,21975.0,213,,2.0,9703.0,482.0
169,Ghana,0.2,,,2.0,,205,5.0,31.0,,7.0
198,Montenegro,3.0,,,4.0,2318.0,201,2.0,1.0,1456.0,320.0
182,Mauritius,6.0,,,1.0,,196,7.0,7.0,,154.0
88,Faeroe Islands,,,,2.0,98234.0,181,,93.0,4800.0,3704.0
134,Sri Lanka,0.2,,,5.0,,166,5.0,27.0,,8.0
125,Georgia,0.3,,,6.0,,162,1.0,36.0,,41.0
145,Bolivia,0.9,18.0,,3.0,51.0,157,10.0,2.0,591.0,13.0
96,Venezuela,0.2,,,6.0,63.0,155,7.0,52.0,1779.0,5.0
133,DRC,0.2,,,,,154,18.0,3.0,,2.0
137,Kyrgyzstan,0.2,3.0,,5.0,1474.0,147,1.0,9.0,9618.0,23.0
115,Martinique,8.0,,,22.0,,145,3.0,27.0,,386.0
136,Niger,0.3,,,,166.0,144,8.0,,4012.0,6.0
68,Brunei ,2.0,,,3.0,17832.0,135,1.0,66.0,7801.0,309.0
103,Guadeloupe,17.0,,,14.0,,134,7.0,24.0,,335.0
118,Mayotte,7.0,,,3.0,1756.0,134,2.0,14.0,479.0,491.0
118,Kenya,0.07,,,2.0,41.0,126,4.0,4.0,2201.0,2.0
125,Isle of Man,12.0,,,,15512.0,126,1.0,,1319.0,1482.0
64,Cambodia,,,,1.0,345.0,114,,50.0,5768.0,7.0
106,Guinea,,,,,,111,,5.0,,8.0
89,Paraguay,0.4,8.0,,2.0,194.0,104,3.0,12.0,1381.0,15.0
96,Trinidad and Tobago,4.0,,,,526.0,103,6.0,1.0,736.0,74.0
102,Rwanda,,,,,,102,,,,8.0
46,Gibraltar,,,,,37666.0,98,,52.0,1269.0,2909.0
76,Liechtenstein,26.0,,,,23605.0,77,1.0,,900.0,2020.0
32,Bangladesh,0.05,,,1.0,13.0,70,8.0,30.0,2086.0,0.4
70,Madagascar,,,,6.0,,70,,,,3.0
62,Monaco,25.0,,,2.0,,66,1.0,3.0,,1682.0
63,Aruba,,,,,8083.0,64,,1.0,863.0,599.0
57,El Salvador,0.5,6.0,,4.0,,62,3.0,2.0,,10.0
44,Guatemala,0.1,,,1.0,63.0,61,2.0,15.0,1134.0,3.0
39,French Guiana,,,,1.0,,61,,22.0,,204.0
45,Jamaica,1.0,2.0,,,182.0,55,3.0,7.0,540.0,19.0
52,Barbados,,,,,1329.0,52,,,382.0,181.0
42,Djibouti,,,,,,50,,8.0,,51.0
48,Uganda,,,,,57.0,48,,,2629.0,1.0
34,Macao,,,,,,44,,10.0,,68.0
37,Mali,0.1,,,,,41,3.0,1.0,,2.0
21,Togo,0.4,,,,,41,3.0,17.0,,5.0
40,French Polynesia,,,,1.0,2075.0,40,,,583.0,142.0
36,Zambia,0.05,,,,34.0,39,1.0,2.0,619.0,2.0
34,Ethiopia,,,,1.0,11.0,38,,4.0,1222.0,0.3
23,Bermuda,,,,,4673.0,37,,14.0,291.0,594.0
33,Cayman Islands,15.0,,,,4854.0,35,1.0,1.0,319.0,533.0
20,Saint Martin,52.0,5.0,,6.0,466.0,29,2.0,7.0,18.0,750.0
29,Eritrea,,,,,,29,,,,8.0
24,Bahamas,10.0,,,1.0,,28,4.0,,,71.0
15,Sint Maarten,93.0,2.0,,,1912.0,25,4.0,6.0,82.0,583.0
20,Guyana,5.0,1.0,,,118.0,24,4.0,,93.0,31.0
18,Congo,0.4,,,,,22,2.0,2.0,,4.0
19,Gabon,0.4,,,,,21,1.0,1.0,,9.0
20,Myanmar,0.02,,,,,21,1.0,,,0.4
20,Haiti,,1.0,,,22.0,21,,1.0,247.0,2.0
16,Tanzania,0.02,,,,,20,1.0,3.0,,0.3
6,Maldives,,,,,,19,,13.0,,35.0
17,Libya,0.1,,,,43.0,18,1.0,,294.0,3.0
18,Guinea-Bissau,,,,,,18,,,,9.0
16,New Caledonia,,,,,4869.0,17,,1.0,1390.0,60.0
12,Syria,0.1,,,,,16,2.0,2.0,,0.9
14,Benin,,,,,,16,,2.0,,1.0
15,Equatorial Guinea,,,,,,16,,1.0,,11.0
15,Antigua and Barbuda,,,,1.0,408.0,15,,,40.0,153.0
14,Dominica,,,,,3542.0,14,,,255.0,194.0
12,Mongolia,,,,,,14,,2.0,,4.0
11,Namibia,,,,,118.0,14,,3.0,301.0,6.0
13,Saint Lucia,,,,,,14,,1.0,,76.0
12,Fiji,,,,,,12,,,,13.0
12,Grenada,,,,2.0,400.0,12,,,45.0,107.0
5,Curaçao,6.0,,,,,11,1.0,5.0,,67.0
8,Greenland,,,,,9547.0,11,,3.0,542.0,194.0
6,Angola,0.06,,,,,10,2.0,2.0,,0.3
6,Sudan,0.05,,,,,10,2.0,2.0,,0.2
6,Liberia,0.2,,,,,10,1.0,3.0,,2.0
9,Suriname,2.0,,,,,10,1.0,,,17.0
10,Laos,,,,,60.0,10,,,437.0,1.0
9,Mozambique,,,,,11.0,10,,1.0,338.0,0.3
10,Seychelles,,,,,,10,,,,102.0
7,MS Zaandam,,,,,,9,2.0,,,
8,Zimbabwe,0.07,,,,21.0,9,1.0,,316.0,0.6
8,Nepal,,,,,52.0,9,,1.0,1521.0,0.3
9,Chad,,,,,,9,,,,0.5
9,Saint Kitts and Nevis,,,,,2124.0,9,,,113.0,169.0
9,Eswatini,,,,,,9,,,,8.0
8,CAR,,,,,,8,,,,2.0
6,Cabo Verde,2.0,,,,,7,1.0,,,13.0
7,Vatican City,,,,,,7,,,,8739.0
6,St. Vincent Grenadines,,,,,,7,,1.0,,63.0
6,Somalia,,,,,,7,,1.0,,0.4
3,Mauritania,0.2,,,,14.0,6,1.0,2.0,67.0,1.0
6,Montserrat,,,,,,6,,,,1202.0
5,St. Barth,,,,,,6,,1.0,,607.0
4,Nicaragua,0.2,,,,,5,1.0,,,0.8
3,Bhutan,,,,,,5,,2.0,,6.0
5,Turks and Caicos,,,,,,5,,,,129.0
3,Botswana,0.4,,,,74.0,4,1.0,,175.0,2.0
1,Gambia,0.4,,,,,4,1.0,2.0,,2.0
4,Belize,,,,,63.0,4,,,25.0,10.0
4,Malawi,,,,,,4,,,,0.2
4,Sierra Leone,,,,,0.3,4,,,2.0,0.5
4,Western Sahara,,,,,,4,,,,7.0
3,Anguilla,,,,,,3,,,,200.0
3,British Virgin Islands,,,,,,3,,,,99.0
3,Burundi,,,,,0.2,3,,,2.0,0.3
2,Caribbean Netherlands,,,,,381.0,2,,,10.0,76.0
1,Falkland Islands,,,,,,1,,,,287.0
1,Papua New Guinea,,,,,8.0,1,,,72.0,0.1
1,Timor-Leste,,,,,,1,,,,0.8
1376,China,2.0,30.0,3.0,295.0,,81669,3329.0,76964.0,,57.0
891617,World,8.3,1605.0,55.0,44095.0,,1203058,64743.0,246698.0,,154.3
