ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
1009038,North America,North America,,1873.0,123.0,17297.0,,1320910,76897.0,234975.0,,
770442,Europe,Europe,,30.0,12.0,16949.0,,1469941,142155.0,557344.0,,
247938,Asia,Asia,,600.0,13.0,5290.0,,573439,20091.0,305410.0,,
135039,South America,South America,,460.0,30.0,9938.0,,224734,11298.0,78397.0,,
30002,Africa,Africa,,6.0,,129.0,,48081,1848.0,16231.0,,
1039,Australia/Oceania,Oceania,,21.0,1.0,30.0,,8435,116.0,7280.0,,
2193559,All,World,32.4,2990.0,179.0,49637.0,,3646261,252420.0,1200282.0,,468.0
954911,North America,USA,211.0,65.0,,16050.0,22545.0,1212900,69921.0,188068.0,7462597.0,3664.0
71240,Europe,Spain,544.0,,,2254.0,41332.0,248301,25428.0,151633.0,1932455.0,5311.0
99980,Europe,Italy,481.0,,,1479.0,36244.0,211938,29079.0,82879.0,2191403.0,3505.0
161506,Europe,UK,423.0,,,1559.0,19026.0,190584,28734.0,0.0,1291591.0,2807.0
92890,Europe,France,386.0,,,3696.0,16856.0,169462,25201.0,51371.0,1100228.0,2596.0
24059,Europe,Germany,83.0,,,1949.0,30400.0,166152,6993.0,135100.0,2547052.0,1983.0
125817,Europe,Russia,9.0,,,2300.0,29465.0,145268,1356.0,18095.0,4300000.0,995.0
56032,Asia,Turkey,41.0,,,1384.0,13886.0,127659,3461.0,68166.0,1171138.0,1514.0
55438,South America,Brazil,35.0,354.0,24.0,8318.0,1597.0,108620,7367.0,45815.0,339552.0,511.0
12991,Asia,Iran,75.0,,,2676.0,6052.0,98647,6277.0,79379.0,508288.0,1174.0
30901,North America,Canada,102.0,,,557.0,24359.0,60772,3854.0,26017.0,919368.0,1610.0
29965,Europe,Belgium,684.0,,,655.0,38025.0,50267,7924.0,12378.0,440700.0,4337.0
31601,South America,Peru,41.0,,,694.0,11692.0,47372,1344.0,14427.0,385492.0,1437.0
32024,Asia,India,1.0,,,,864.0,46437,1566.0,12847.0,1191946.0,34.0
35438,Europe,Netherlands,297.0,,,683.0,13768.0,40770,5082.0,0.0,235909.0,2379.0
26879,South America,Ecuador,89.0,,,159.0,4544.0,31881,1569.0,3433.0,80171.0,1807.0
2997,Europe,Switzerland,206.0,,,141.0,32670.0,29981,1784.0,25200.0,282750.0,3464.0
23989,Asia,Saudi Arabia,5.0,,,143.0,10487.0,28656,191.0,4476.0,365093.0,823.0
22749,Europe,Portugal,104.0,,,143.0,44132.0,25524,1063.0,1712.0,450000.0,2503.0
6696,North America,Mexico,18.0,1434.0,117.0,378.0,776.0,24905,2271.0,15938.0,100041.0,193.0
15878,Europe,Sweden,274.0,,,455.0,11833.0,22721,2769.0,4074.0,119500.0,2250.0
7067,Europe,Ireland,267.0,,,93.0,34302.0,21772,1319.0,13386.0,169377.0,4409.0
15233,Asia,Pakistan,2.0,560.0,10.0,111.0,1007.0,21501,486.0,5782.0,222404.0,97.0
9958,South America,Chile,14.0,,,464.0,11202.0,20643,270.0,10415.0,214131.0,1080.0
17303,Asia,Singapore,3.0,,,22.0,24600.0,18778,18.0,1457.0,143919.0,3210.0
14127,Europe,Belarus,11.0,,,92.0,22369.0,17489,103.0,3259.0,211369.0,1851.0
5947,Asia,Israel,27.0,,,70.0,46708.0,16246,235.0,10064.0,404285.0,1877.0
14369,Asia,Qatar,4.0,,,72.0,37068.0,16191,12.0,1810.0,106795.0,5620.0
1705,Europe,Austria,67.0,,,111.0,30986.0,15621,600.0,13316.0,279071.0,1734.0
10386,Asia,Japan,4.0,,,328.0,1459.0,15078,536.0,4156.0,184586.0,119.0
11627,Asia,UAE,14.0,,,1.0,121330.0,14730,137.0,2966.0,1200000.0,1489.0
9213,Europe,Poland,18.0,,,160.0,10141.0,14006,698.0,4095.0,383804.0,370.0
7425,Europe,Romania,43.0,,,243.0,10348.0,13512,818.0,5269.0,199068.0,702.0
10409,Europe,Ukraine,7.0,,,160.0,3078.0,12331,303.0,1619.0,134592.0,282.0
8769,Asia,Indonesia,3.0,,,,427.0,11587,864.0,1954.0,116861.0,42.0
1267,Asia,S. Korea,5.0,3.0,2.0,55.0,12488.0,10804,254.0,9283.0,640237.0,211.0
8752,Asia,Bangladesh,1.0,,,1.0,532.0,10143,182.0,1209.0,87694.0,62.0
2089,Europe,Denmark,85.0,,,57.0,42262.0,9670,493.0,7088.0,244791.0,1669.0
7786,Europe,Serbia,23.0,,,53.0,12185.0,9557,197.0,1574.0,106461.0,1094.0
