ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
420688,North America,North America,,670.0,51.0,10229.0,,464888,15678.0,28522.0,,
515444,Europe,Europe,,173.0,9.0,30154.0,,745089,61275.0,168370.0,,
118796,Asia,Asia,,268.0,10.0,6433.0,,253577,9538.0,125243.0,,
30599,South America,South America,,61.0,5.0,1118.0,,35523,1399.0,3525.0,,
4246,Australia/Oceania,Oceania,,81.0,1.0,88.0,,7429,52.0,3131.0,,
9943,Africa,Africa,,,,142.0,,11986,576.0,1467.0,,
89,,,,,,10.0,,721,13.0,619.0,,
1099805,All,World,11.4,1253.0,76.0,48174.0,,1519213,88531.0,330877.0,,195.0
397472,North America,USA,45.0,233.0,9.0,9279.0,6725.0,435160,14797.0,22891.0,2226116.0,1315.0
85407,Europe,Spain,316.0,,,7069.0,7593.0,148220,14792.0,48021.0,355000.0,3170.0
95262,Europe,Italy,292.0,,,3693.0,13349.0,139422,17669.0,26491.0,807125.0,2306.0
64647,Europe,Germany,28.0,,,4895.0,15730.0,113296,2349.0,46300.0,1317887.0,1352.0
80827,Europe,France,167.0,,,7148.0,3436.0,112950,10869.0,21254.0,224254.0,1730.0
30781,Asia,Iran,48.0,,,3987.0,2514.0,64586,3993.0,29812.0,211136.0,769.0
53501,Europe,UK,105.0,,,1559.0,4155.0,60733,7097.0,135.0,282074.0,895.0
35568,Asia,Turkey,10.0,,,1492.0,2938.0,38226,812.0,1846.0,247768.0,453.0
16482,Europe,Belgium,193.0,,,1276.0,7269.0,23403,2240.0,4681.0,84248.0,2019.0
12585,Europe,Switzerland,103.0,,,391.0,19867.0,23280,895.0,9800.0,171938.0,2690.0
18051,Europe,Netherlands,131.0,,,1424.0,5926.0,20549,2248.0,250.0,101534.0,1199.0
14350,North America,Canada,12.0,,8.0,518.0,9812.0,19438,435.0,4653.0,370315.0,515.0
15246,South America,Brazil,4.0,7.0,2.0,296.0,258.0,16195,822.0,127.0,54824.0,76.0
12565,Europe,Portugal,37.0,,,245.0,12860.0,13141,380.0,196.0,131127.0,1289.0
8184,Europe,Austria,30.0,27.0,,267.0,13408.0,12969,273.0,4512.0,120755.0,1440.0
3246,Asia,S. Korea,4.0,39.0,4.0,55.0,9310.0,10423,204.0,6973.0,477304.0,203.0
8530,Asia,Israel,8.0,,,147.0,13557.0,9404,73.0,801.0,117339.0,1086.0
8029,Europe,Russia,0.4,,,8.0,6237.0,8672,63.0,580.0,910221.0,59.0
7527,Europe,Sweden,68.0,,,678.0,5416.0,8419,687.0,205.0,54700.0,834.0
3240,Australia/Oceania,Australia,2.0,52.0,1.0,84.0,12910.0,6104,51.0,2813.0,329211.0,239.0
5814,Europe,Ireland,48.0,,,165.0,8604.0,6074,235.0,25.0,42484.0,1230.0
5909,Europe,Norway,19.0,,,78.0,21009.0,6042,101.0,32.0,113896.0,1115.0
5232,Asia,India,0.1,,,,121.0,5916,178.0,506.0,167235.0,4.0
4383,South America,Chile,3.0,,,362.0,3159.0,5546,48.0,1115.0,60391.0,290.0
3563,Europe,Denmark,38.0,,,127.0,11050.0,5402,218.0,1621.0,64002.0,933.0
4980,Europe,Czechia,9.0,,,103.0,9215.0,5312,99.0,233.0,98681.0,496.0
4824,Europe,Poland,4.0,,,160.0,2623.0,5205,159.0,222.0,99284.0,138.0
4013,Europe,Romania,11.0,,,162.0,2454.0,4761,220.0,528.0,47207.0,247.0
3941,Asia,Japan,0.7,,,99.0,486.0,4667,94.0,632.0,61498.0,37.0
4068,South America,Ecuador,14.0,,,146.0,817.0,4450,242.0,140.0,14406.0,252.0
2888,South America,Peru,4.0,,,113.0,1201.0,4342,121.0,1333.0,39599.0,132.0
3687,Asia,Pakistan,0.3,59.0,2.0,31.0,203.0,4322,63.0,572.0,44896.0,20.0
2567,Asia,Malaysia,2.0,,,76.0,1799.0,4119,65.0,1487.0,58240.0,127.0
3592,Asia,Philippines,2.0,,,1.0,224.0,3870,182.0,96.0,24500.0,35.0
2374,North America,Mexico,1.0,396.0,33.0,89.0,197.0,3181,174.0,633.0,25410.0,25.0
2488,Europe,Luxembourg,73.0,,,34.0,42450.0,3034,46.0,500.0,26573.0,4847.0
2494,Asia,Indonesia,0.9,,,,52.0,2956,240.0,222.0,14354.0,11.0
2260,Asia,Saudi Arabia,1.0,,,41.0,,2932,41.0,631.0,,84.0
2483,Europe,Serbia,7.0,,,112.0,1232.0,2666,65.0,118.0,10761.0,305.0
2408,Asia,UAE,1.0,,,1.0,59967.0,2659,12.0,239.0,593095.0,269.0
2449,North America,Panama,15.0,,,101.0,2729.0,2528,63.0,16.0,11776.0,586.0
2147,Europe,Finland,7.0,,,82.0,6588.0,2487,40.0,300.0,36500.0,449.0
1451,Asia,Thailand,0.5,54.0,2.0,61.0,1030.0,2423,32.0,940.0,71860.0,35.0
2026,Asia,Qatar,2.0,,,37.0,14515.0,2210,6.0,178.0,41818.0,767.0
1953,North America,Dominican Republic,10.0,,,147.0,419.0,2111,108.0,50.0,4542.0,195.0
1876,South America,Colombia,1.0,,,76.0,660.0,2054,55.0,123.0,33575.0,40.0
1532,Europe,Greece,8.0,,,84.0,3121.0,1884,83.0,269.0,32528.0,181.0
1732,Africa,South Africa,0.3,,,7.0,1075.0,1845,18.0,95.0,63776.0,31.0
1372,South America,Argentina,1.0,,,96.0,295.0,1795,65.0,358.0,13330.0,40.0
1581,Europe,Ukraine,1.0,,,33.0,165.0,1668,52.0,35.0,7205.0,38.0
1211,Asia,Singapore,1.0,,,29.0,11110.0,1623,6.0,406.0,65000.0,277.0
977,Europe,Iceland,18.0,,,13.0,90689.0,1616,6.0,633.0,30947.0,4736.0
1130,Africa,Algeria,5.0,,,46.0,77.0,1572,205.0,237.0,3359.0,36.0
1152,Africa,Egypt,1.0,,,,244.0,1560,103.0,305.0,25000.0,15.0
1145,Europe,Croatia,5.0,,,36.0,3197.0,1343,19.0,179.0,13125.0,327.0
1085,Africa,Morocco,3.0,,,1.0,156.0,1275,93.0,97.0,5752.0,35.0
921,Australia/Oceania,New Zealand,0.2,29.0,,4.0,10610.0,1239,1.0,317.0,51165.0,257.0
681,Asia,Iraq,2.0,,,,706.0,1202,69.0,452.0,28414.0,30.0
1089,Europe,Estonia,18.0,,,11.0,18705.0,1185,24.0,72.0,24813.0,893.0
1106,Europe,Moldova,7.0,,1.0,80.0,1266.0,1174,28.0,40.0,5108.0,291.0
931,Europe,Slovenia,19.0,,,35.0,14752.0,1091,40.0,120.0,30669.0,525.0
976,Europe,Belarus,1.0,,,33.0,4868.0,1066,13.0,77.0,46000.0,113.0
818,Europe,Hungary,7.0,85.0,8.0,17.0,2880.0,980,66.0,96.0,27826.0,101.0
693,Asia,Hong Kong,0.5,,,14.0,12900.0,961,4.0,264.0,96709.0,128.0
932,Europe,Lithuania,6.0,43.0,,21.0,12052.0,955,15.0,8.0,32809.0,351.0
758,Asia,Armenia,3.0,,,30.0,1840.0,881,9.0,114.0,5452.0,297.0
743,Asia,Kuwait,0.2,,,21.0,,855,1.0,111.0,,200.0
341,Asia,Bahrain,3.0,,,3.0,30766.0,823,5.0,477.0,52351.0,484.0
751,Asia,Azerbaijan,0.8,,,23.0,5257.0,822,8.0,63.0,53300.0,81.0
691,Europe,Bosnia and Herzegovina,10.0,,,4.0,2106.0,804,34.0,79.0,6911.0,245.0
698,Asia,Kazakhstan,0.4,32.0,,21.0,3024.0,759,7.0,54.0,56775.0,40.0
660,Africa,Cameroon,0.4,,,,,730,10.0,60.0,,27.0
82,,Diamond Princess,,,,10.0,,712,11.0,619.0,,
664,Europe,Slovakia,0.4,,,3.0,3605.0,682,2.0,16.0,19681.0,125.0
579,Africa,Tunisia,2.0,,,67.0,751.0,628,24.0,25.0,8878.0,53.0
553,Europe,North Macedonia,14.0,,,15.0,2990.0,617,29.0,35.0,6230.0,296.0
539,Europe,Bulgaria,3.0,18.0,,27.0,2288.0,611,24.0,48.0,15899.0,88.0
559,Europe,Latvia,1.0,,,5.0,12743.0,577,2.0,16.0,24036.0,306.0
495,Asia,Lebanon,3.0,,,29.0,1583.0,576,19.0,62.0,10808.0,84.0
489,Europe,Andorra,298.0,,,17.0,21653.0,564,23.0,52.0,1673.0,7300.0
522,Asia,Uzbekistan,0.09,10.0,,8.0,,555,3.0,30.0,,17.0
465,Asia,Cyprus,7.0,,,13.0,11822.0,526,9.0,52.0,14273.0,436.0
470,North America,Costa Rica,0.6,,,15.0,1185.0,502,3.0,29.0,6035.0,99.0
418,North America,Cuba,1.0,,,15.0,831.0,457,12.0,27.0,9410.0,40.0
257,South America,Uruguay,2.0,,,14.0,1778.0,456,7.0,192.0,6175.0,131.0
401,Asia,Afghanistan,0.4,,,,,444,14.0,29.0,,11.0
345,Asia,Oman,0.4,,,3.0,,419,2.0,72.0,,82.0
257,Africa,Burkina Faso,1.0,,,,,414,23.0,134.0,,20.0
224,Europe,Albania,8.0,,,7.0,1039.0,400,22.0,154.0,2989.0,139.0
333,Africa,Ivory Coast,0.1,,,,,384,3.0,48.0,,15.0
295,Asia,Taiwan,0.2,1.0,,,1777.0,380,5.0,80.0,42315.0,16.0
322,Africa,Réunion,,,,4.0,,362,,40.0,,404.0
202,Asia,Jordan,0.6,,,5.0,1666.0,358,6.0,150.0,17000.0,35.0
305,Europe,Channel Islands,46.0,,,,6655.0,351,8.0,38.0,1157.0,2019.0
314,North America,Honduras,2.0,31.0,1.0,10.0,,343,23.0,6.0,,35.0
303,Africa,Niger,0.5,,,,173.0,342,11.0,28.0,4199.0,14.0
273,Africa,Ghana,0.2,,,2.0,,313,6.0,34.0,,10.0
229,Europe,San Marino,1002.0,,,14.0,21278.0,308,34.0,45.0,722.0,9077.0
282,Europe,Malta,2.0,,,4.0,28833.0,299,1.0,16.0,12731.0,677.0
241,Asia,Kyrgyzstan,0.6,10.0,,5.0,1474.0,280,4.0,35.0,9618.0,43.0
226,Africa,Nigeria,0.03,,,2.0,24.0,276,6.0,44.0,5000.0,1.0
247,Africa,Mauritius,6.0,,,3.0,3863.0,273,7.0,19.0,4913.0,215.0
244,South America,Bolivia,2.0,54.0,3.0,3.0,51.0,264,18.0,2.0,591.0,23.0
218,Asia,Palestine,0.2,,,,3029.0,263,1.0,44.0,15450.0,52.0
123,Asia,Vietnam,,,,8.0,1131.0,251,,128.0,110124.0,3.0
242,Europe,Montenegro,3.0,,,7.0,3708.0,248,2.0,4.0,2329.0,395.0
129,Africa,Senegal,0.1,,,1.0,,244,2.0,113.0,,15.0
165,Asia,Bangladesh,0.1,,,1.0,31.0,218,20.0,33.0,5164.0,1.0
158,Asia,Georgia,0.8,,,6.0,820.0,211,3.0,50.0,3271.0,53.0
138,Asia,Sri Lanka,0.3,,,5.0,152.0,189,7.0,44.0,3248.0,9.0
160,Africa,Mayotte,7.0,,,3.0,4032.0,184,2.0,22.0,1100.0,674.0
53,Europe,Faeroe Islands,,,,1.0,105458.0,184,,131.0,5153.0,3766.0
153,Africa,DRC,0.2,,,,,180,18.0,9.0,,2.0
164,Africa,Kenya,0.1,,,2.0,92.0,179,6.0,9.0,4973.0,3.0
