ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
1086442,North America,North America,,2029.0,122.0,17683.0,,1498794,90109.0,322243.0,,
816138,Europe,Europe,,,,13992.0,,1628576,152740.0,659698.0,,
185161,South America,South America,,119.0,4.0,10114.0,,310189,16388.0,108640.0,,
275484,Asia,Asia,,832.0,8.0,4987.0,,669565,22197.0,371884.0,,
39768,Africa,Africa,,2.0,,235.0,,64752,2301.0,22683.0,,
782,Australia/Oceania,Oceania,,10.0,,20.0,,8549,118.0,7649.0,,
2403830,All,World,36.4,2992.0,134.0,47035.0,,4181146,283868.0,1493448.0,,536.0
1030515,North America,USA,244.0,,,16514.0,28533.0,1367638,80787.0,256336.0,9444525.0,4132.0
61603,Europe,Spain,569.0,,,1650.0,52781.0,264663,26621.0,176439.0,2467761.0,5661.0
186984,Europe,UK,469.0,,,1559.0,26829.0,219183,31855.0,0.0,1821280.0,3229.0
83324,Europe,Italy,505.0,,,1027.0,42439.0,219070,30560.0,105186.0,2565912.0,3623.0
173467,Europe,Russia,13.0,,,2300.0,37335.0,209688,1915.0,34306.0,5448463.0,1437.0
94373,Europe,France,404.0,,,2776.0,21213.0,176970,26380.0,56217.0,1384633.0,2711.0
18710,Europe,Germany,90.0,,,1581.0,32891.0,171879,7569.0,145600.0,2755770.0,2051.0
86619,South America,Brazil,52.0,,,8318.0,1597.0,162699,11123.0,64957.0,339552.0,765.0
42180,Asia,Turkey,45.0,,,1154.0,16251.0,138657,3786.0,92691.0,1370598.0,1644.0
14820,Asia,Iran,79.0,,,2675.0,6985.0,107603,6640.0,86143.0,586699.0,1281.0
31882,North America,Canada,129.0,,,502.0,30099.0,68848,4870.0,32096.0,1135984.0,1824.0
44069,South America,Peru,57.0,,,774.0,15314.0,67307,1889.0,21349.0,504930.0,2041.0
44078,Asia,India,2.0,98.0,,,1213.0,67259,2212.0,20969.0,1673688.0,49.0
30783,Europe,Belgium,747.0,,,476.0,48846.0,53081,8656.0,13642.0,566101.0,4580.0
36937,Europe,Netherlands,317.0,,,507.0,14857.0,42627,5440.0,0.0,254573.0,2488.0
27345,Asia,Saudi Arabia,7.0,,,143.0,12916.0,39048,246.0,11457.0,449644.0,1122.0
8457,North America,Mexico,27.0,1562.0,112.0,378.0,1016.0,35022,3465.0,23100.0,130956.0,272.0
22062,Asia,Pakistan,3.0,607.0,8.0,111.0,1335.0,30941,667.0,8212.0,294894.0,140.0
1872,Europe,Switzerland,212.0,,,101.0,35772.0,30305,1833.0,26600.0,309595.0,3502.0
23999,South America,Ecuador,121.0,,,181.0,4777.0,29559,2127.0,3433.0,84287.0,1675.0
15442,South America,Chile,16.0,,,544.0,14683.0,28866,312.0,13112.0,280684.0,1510.0
